ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0031984,organelle subcompartment,286/7652,366/11938,2.575153254079483e-9,1.193177550445076e-7,7.054440326210776e-8,Lnpk/p115/Vps51/CG7149/CG7573/Tsp68C/Rab9/fng/kud/Golgin245/CG11999/Der-2/CG17883/Mgat1/CG6527/Rab14/PICK1/SCAP/CG5969/CG13829/CG1317/CG14511/Sras/CG9855/Use1/Membrin/CG31495/Rab19/sau/GlcAT-P/CG15814/Arf79F/CG15099/CG8630/Ufl1/Rab35/CG4293/CG12393/CG6790/Ost48/brn/gammaCOP/meigo/CG31523/Golgin104/CG3500/cbs/Syx5/Gga/CG4960/CG5342/PIG-U/opm/alpha-Man-IIa/l(1)G0320/SMSr/Sec63/bif/wls/CG5510/CG1924/CG6230/shams/GCS1/CG15168/Cnx99A/Sec61beta/GPHR/Ero1L/fan/Lrrk/Cds/CG33635/scat/Naa60/Pi4KIIalpha/Desat1/SREBP/Pgant4/Rab40/Sec23/Seipin/Papst2/Grasp65/nero/CG9175/rho-5/RabX2/Sec71/CG9743/FucTA/CG9356/brun/Parp16/Arfip/SppL/senju/sit/Sec31/CG11753/CG13978/CG11781/CG31141/CG4301/OstDelta/aux/CG8708/ORMDL/CG32847/Arv1/Cnx14D/Rab9Fb/CG30156/CG8534/Stt3B/THADA/sfl/EMC8-9/crc/CG31935/CG11137/Qsox3/heix/Vap33/CG9747/Arr2/Rab32/syd/RpS26/Hrd3/CG1998/CG5447/PIG-O/CG5021/eloF/Spase12/Rab30/rod/CG9590/GM130/Pgant35A/GAA1/PIG-F/Golgin84/alpha-Man-IIb/Mgat2/PGAP2/Trp1/CG10761/PIG-B/mol/CG16781/RyR/Qsox2/Fad2/CG5823/ELOVL/CG17991/jp/CG17270/AP-1gamma/CG33110/CG9459/g/Glg1/PGAP3/Zw10/ATP7/CG17821/CG7083/Pgant8/CG15880/CG10470/EMC3/twr/CG9981/Ostgamma/CG9384/Rich/Qsox4/Pgant5/Elo68alpha/CG4972/Xbp1/Syx16/rho/CG8311/CG9773/Sec22/CG32069/PIG-A/Qsox1/beta'COP/lva/CG7990/alt/wol/Arl1/PIG-T/Pgant6/CG8112/Erk7/por/Gorab/CG7011/CG8141/mdy/Spp/CG3061/PIG-G/Alg10/GCC185/Arl5/Hpd/CG14671/PIG-K/Desat2/Pgant3/FucTB/ICA69/CG8841/CG9458/Baldspot/PIG-C/GlcAT-I/Spase25/Bet1/Afti/CG10365/rt/S/CG10166/PIG-Q/bond/Xxylt/atl/CG31460/CG9662/Gos28/Sec61alpha/Yif1/Trs33/AP-1-2beta/CG4907/CG16904/FucT6/Csas/Vti1a/PIG-N/CG5027/Nsf2/Gtp-bp/Ugalt/ste24b/CG14971/GlcT/Calr/Itp-r83A/ghi/comt/tw/Chc/CG3149/CG18609/SelG/CG33116/ArfGAP3/Alg14/PIG-H/Fur2/CG10425/CG14232/Alg11/sip3/CG7218/CG9592/GCC88/Pgant1/Alg3/step/LBR/CG1371/CG8397/ArfGAP1/Spase22-23/stet,286
GO:0061695,"transferase complex, transferring phosphorus-containing groups",133/7652,156/11938,2.7169128283379343e-9,1.193177550445076e-7,7.054440326210776e-8,Pi3K21B/babo/Taf8/Rcp/DNApol-alpha60/Trf/TfIIA-L/Gdn1/CG8475/RpIIIC53/CG13773/Coq2/Pi3K59F/Taf12/RpII140/CycE/DNApol-epsilon255/CycB3/Taf6/mtRNApol/Ctr9/CycD/Taf5/Mes4/Cks30A/RpII33/Atg1/RpI135/Tfb4/RpIII128/DNApol-alpha73/Spt3/Taf13/Xpd/CG2246/Rpb7/RpI1/Cdk9/Cks85A/CG6220/alc/Taf2/Atu/Cdk7/mrn/DNApol-epsilon58/CG10887/CG9899/nht/Atg14/Pi3K92E/put/mus205/Sik2/sa/Rpb5/CycG/Taf1/TfIIA-S/l(2)37Cg/plu/e(y)1/Trf2/DNApol-alpha180/RpI12/TfIIFbeta/Socs44A/gnu/Gas41/CG5380/RpII15/DNApol-alpha50/CG3756/Mat1/CG6204/CG6767/moon/CycK/caz/Cdk12/hyx/atms/Pfk/TfIIA-S-2/CG18600/CG12674/CG12018/CG15160/Taf10/mia/Ask1/Atg13/Pk34A/Vps15/Saf6/Sin/Atg6/RpII18/Cdk5alpha/CG12267/Cdk5/rev7/ear/Tbp/tam/CycT/Ssl1/Rpb10/CG7339/png/Tfb1/Rpb11/RpIIIC160/CycA/bip2/TfIIEalpha/can/CycB/Atg101/Rpb8/Atg17/CycH/CG5608/Cdk2/wit/CG33051/TfIIFalpha/Taf7/RpII215/CycJ/Rpb12/hay/DNApol-delta,133
GO:0005759,mitochondrial matrix,143/7652,171/11938,1.0873365451509443e-8,4.4078950714965206e-7,2.6060859705642065e-7,mRpS17/mRpL55/CG32727/mRpL51/kdn/mRpL19/LeuRS-m/CG14740/mRpS30/mRpL33/mRpL18/mRpL49/mRpL10/mRpL52/mRpL54/mRpL2/mRpS5/UQCR-C2/mRpL43/mRpL36/IscU/CG5599/mRpS18B/mRpL42/CG6661/mRpL39/Mccc2/Hsp60C/mRpS16/mRpS6/tko/l(2)10685/Oat/mEFTs/mRpL35/mRpS22/Lon/CG10749/mRpL1/TrpRS-m/mRpS18C/CG14798/CG8728/Got2/CG14130/mRpL15/mRpS2/mRpS18A/Pdp/Idh3b/CG11267/CG17691/mRpL16/mRpL21/CG7488/Adk3/CG11837/mRpS28/mRpS21/mRpS24/mRpL12/CG14817/Got1/mRpS34/CG7791/MetRS-m/mRpS35/Alas/bb8/Nc73EF/mRpL44/mRpS29/CG32281/mRpS33/mRpS23/mRpL3/P5CDh2/Hsp60D/Hmgcl/mldr/CG3626/mRpL17/CG10748/Aldh/Trap1/mRpL13/CG12375/mRpL23/mtDNA-helicase/P32/CG9920/mRpS25/Thiolase/Mccc1/mRpL20/Mtpalpha/CG6638/dare/CG3107/mtSSB/mtTFB2/CG31075/CG9547/mRpS14/mRpL45/pn/CG8199/Suv3/tam/muc/mRpL38/cav/CG8043/mRpL46/Scsalpha1/mRpL32/mRpL48/mRpL24/mRpS31/sra/mRpL14/CG5214/mRpL11/CG12848/mRpL4/CG6094/mRpL30/slgA/mRpS9/mRpL9/bonsai/Echs1/mRpL28/mRpL50/mRpL27/mRpL22/Fdx2/mRpL41/mRpS7/Hsp60A/CG7394/mRpL40/mRpS26,143
GO:0071013,catalytic step 2 spliceosome,109/7652,126/11938,1.318856320905026e-8,4.890985198405813e-7,2.891704022227346e-7,Prp19/cyp33/CG8833/SmE/abs/Rm62/Caper/tsu/CG11808/Cdc2rk/x16/Sf3a2/Tango4/l(3)72Ab/REG/SmB/Rack1/BCAS2/SNRPG/c12.1/CG10466/CG1965/hfp/CG5641/SmF/SmD1/lark/Srp54/CG6841/ncm/rin/CG16865/CG17764/CG6179/pAbp/CG2685/fand/beag/CG13625/Hsc70-4/noi/Sf3b6/CG6209/FRG1/U2A/CG7747/aub/qkr58E-1/CG10907/CG7102/Moca-cyp/Smu1/Bug22/SRm160/PQBP1/Bin1/Es2/Sf3b1/Sf3b3/CG3225/CG10333/yps/snf/Cdc5/CG12343/Phf5a/CG6015/caz/CG9684/cactin/CG1677/snRNP-U1-70K/l(2)37Cb/Zn72D/CG11777/SmD2/crn/SmD3/lost/CG31368/Dhx15/mago/Ars2/Mtr4/sip1/Bx42/CG5808/CG10418/CG9667/CG2931/CG5877/CG14641/Sf3b2/CG3511/Prp38/l(1)10Bb/LSm3/U4-U6-60K/Cypl/Sf3a1/pea/Cbp20/LSm7/CG7028/Pep/Prp8/Pnn/Mfap1/CG7483,109
GO:0000313,organellar ribosome,74/7652,81/11938,1.4849290924951236e-8,4.890985198405813e-7,2.891704022227346e-7,mRpS17/mRpL55/mRpL51/mRpL19/mRpS30/mRpL33/mRpL18/mRpL49/mRpL10/mRpL52/mRpL54/mRpL2/mRpS5/mRpL43/mRpL36/mRpS18B/mRpL42/mRpL39/mRpS16/mRpS6/tko/l(2)10685/mRpL35/mRpS22/mRpL1/mRpS18C/mRpL15/mRpS2/mRpS18A/mRpL16/mRpL21/mRpS28/mRpS21/mRpS24/mRpL12/CG14817/mRpS34/mRpS35/mRpL44/mRpS29/mRpS33/mRpS23/mRpL3/mRpL17/mRpL13/mRpL23/mRpS25/mRpL20/mRpS14/mRpL45/mRpL38/cav/mRpL46/mRpL32/mRpL48/mRpL24/mRpS31/mRpL14/mRpL11/CG12848/mRpL4/CG6094/mRpL30/mRpS9/mRpL9/bonsai/mRpL28/mRpL50/mRpL27/mRpL22/mRpL41/mRpS7/mRpL40/mRpS26,74
GO:0005761,mitochondrial ribosome,74/7652,81/11938,1.4849290924951236e-8,4.890985198405813e-7,2.891704022227346e-7,mRpS17/mRpL55/mRpL51/mRpL19/mRpS30/mRpL33/mRpL18/mRpL49/mRpL10/mRpL52/mRpL54/mRpL2/mRpS5/mRpL43/mRpL36/mRpS18B/mRpL42/mRpL39/mRpS16/mRpS6/tko/l(2)10685/mRpL35/mRpS22/mRpL1/mRpS18C/mRpL15/mRpS2/mRpS18A/mRpL16/mRpL21/mRpS28/mRpS21/mRpS24/mRpL12/CG14817/mRpS34/mRpS35/mRpL44/mRpS29/mRpS33/mRpS23/mRpL3/mRpL17/mRpL13/mRpL23/mRpS25/mRpL20/mRpS14/mRpL45/mRpL38/cav/mRpL46/mRpL32/mRpL48/mRpL24/mRpS31/mRpL14/mRpL11/CG12848/mRpL4/CG6094/mRpL30/mRpS9/mRpL9/bonsai/mRpL28/mRpL50/mRpL27/mRpL22/mRpL41/mRpS7/mRpL40/mRpS26,74
GO:1905368,peptidase complex,81/7652,90/11938,1.7708096851631366e-8,5.489510024005723e-7,3.2455706923113835e-7,Prosbeta3/Sgf29/Prosbeta6/Ada2b/Rpt3R/Prosbeta4R1/not/Atxn7/Sf3b5/Rad23/Taf12/Prosalpha4T2/REG/Rpn9/Taf6/e(y)2b/Prosalpha4T1/Prosbeta4/Rpn12R/Elp2/Gcn5/Rpn13R/wda/CG10694/Prosbeta2R2/yip3/TER94/Rpn3/Spt3/Rpn6/Rpn11/Rpn13/Rpt5/CG9588/Rpt2/Prosbeta7/Rpt1/Prosbeta5R1/Prosalpha6/CG12096/Spase12/e(y)1/Sf3b3/Rpn7/Ada3/Rpt6R/Uch-L5R/Spt7/Prosalpha7/Prosalpha3/twr/Rpn8/Prosbeta5R2/mia/Prosalpha2/Saf6/Rpn10/Prosalpha3T/Prosbeta5/Sgf11/CG8858/Rpt3/Rpn1/Prosbeta2R1/Spase25/Rpn2/Prosbeta4R2/Rpn5/Rpt6/e(y)2/Sem1/Rpn12/Prosbeta2/Rpt4R/Rpt4/Prosalpha5/Prosalpha4/Prosalpha6T/Prosbeta1/Spase22-23/Ufd1-like,81
GO:0044451,nucleoplasm part,309/7652,403/11938,2.2509032395539392e-8,6.590144484694034e-7,3.896300344491029e-7,Cpsf100/Sgf29/Bap55/esc/Pcl/Taf8/Wdr33/Elba3/Ada2b/Bsg25A/CG12605/Su(z)12/vers/tbrd-2/MED25/Atac1/Psf3/Mettl3/not/x16/trx/Atxn7/Trf/TfIIA-L/MED21/Slu7/tbrd-1/Gdn1/Ssrp/Sf3b5/dock/e(y)3/MED17/Elp3/CG18766/simj/msk/CG4282/Max/cbc/Ing5/Taf12/MED30/Myc/CG31211/Lpt/RpII140/SmB/Ice2/CG14282/Elba2/Ptip/Fib/Spt5/Caf1-55/Taf6/MRG15/E(z)/e(y)2b/CstF50/Brms1/Smn/IntS11/CG10931/Ctr9/Cfp1/Wdr82/CG10185/CG14805/Elp2/CG13609/spt4/CG15073/dgt1/FLASH/Gcn5/CG8388/Taf5/wda/NiPp1/CG5213/SC35/RpII33/Cpsf5/CG12316/LS2/Tfb4/kmg/CG1575/IntS9/lark/Spt3/mute/d4/CG4021/Psf2/Taf13/MED26/lin-52/kto/RYBP/CG7504/MED1/ssp/CG3815/Xpd/CG12219/Rpb7/CG14230/Gem3/ash1/NELF-B/YL-1/Brd8/Cdk9/mle/CG44774/CG3515/Psf1/CG6220/Taf2/Daxx/MED24/Atu/Smr/Cdk7/Fip1/MED7/CycC/mrn/MED8/Cdk8/pzg/E(var)3-9/WDR79/rept/Sym/fs(1)K10/srl/Ice1/Clp/CG17440/CG10887/MED10/MED22/CG9899/nht/EloB/CG3335/ttm2/CG2652/CG6244/Br140/Dlip3/Nelf-A/chm/sa/Rpb5/EloA/Taf1/CDC45L/Atac2/TfIIA-S/NC2beta/Rcd5/nsl1/Bin1/CG1603/CG14252/D12/nsr/CG7239/e(y)1/Ns3/U2af50/Trf2/CG15356/TfIIFbeta/Sf3b3/mof/Eaf6/Gas41/HDAC1/Ada3/RpII15/rump/CG3546/lid/Mat1/Jarid2/Parp/moon/CycK/caz/CG11560/Spt7/Cdk12/Pa1/hyx/CG40228/atms/Mad/tth/CG33060/MBD-like/Spt6/Sap30/TfIIA-S-2/MED16/snRNP-U1-70K/CG12674/ash2/Utx/Ing3/pont/HDAC4/CG15160/Taf10/crn/Kdm4A/mia/MED28/Tip60/msl-2/Set1/Pk34A/Saf6/Sld5/Lsm11/Act87E/CG3927/CG14220/CG14005/elav/RpII18/Sgf11/coil/Art4/Cpsf160/corto/rgr/Med/Cpsf73/Fancl/HDAC3/CG6254/Prdm13/ear/Tbp/MrgBP/Dpy-30L1/Rcd1/CG3347/wuc/CycT/MED11/CG7379/qkr58E-3/Ssl1/Rpb10/CG10909/Tfb1/DMAP1/CG7137/Rpb11/MED15/ebi/MBD-R2/MED18/CG32971/Lsm10/enok/Nelf-E/Hrb87F/msl-1/bip2/TfIIEalpha/can/ix/Eaf/Atac3/Rpb8/wds/e(y)2/CycH/MED14/Mi-2/TfIIFalpha/Taf7/CstF64/MED19/Ncoa6/RpII215/Dpy-30L2/MED20/Rsf1/Rpb12/MED31/MED4/Elp1/gus/hay/mxc/CG10366/TH1/MED6/CG16779/CG6907/Ythdc1,309
GO:0005815,microtubule organizing center,142/7652,171/11938,3.1068164082509496e-8,8.238074466669598e-7,4.870608293486869e-7,Bub1/pav/Pp4-19C/dila/CG45105/Klp59C/aurB/Fign/Klp59D/BBS1/CG17118/CG13526/Klp61F/Lis-1/Rilpl/CG7886/tacc/Cby/CG14995/robl/jub/Pp2A-29B/asl/gammaTub23C/Girdin/CycE/CycB3/DCTN1-p150/CG10822/Kat60/Bsg25D/del/Rab11/robl37BC/robl62A/BBS5/CG15564/aurA/Grip75/asp/Sas-4/Patronin/msps/Blos2/hook/14-3-3epsilon/Cluap1/CG7131/CG31907/CG9286/Sgt1/Map60/Cnb/CG17493/SAK/ana2/CG15602/CG3437/Cep89/CG13032/Hsp83/Rcd6/Chro/CG13617/sstn/IFT20/CG31275/CG15208/spd-2/wake/Grip128/CG10834/CG10064/robl22E/Uxt/Cp190/Bug22/Grip163/rempA/Neurl4/Cep97/Grip71/mats/JTBR/cdc14/Oseg2/Grip84/sced/ALiX/CG16837/Sas-6/CG18109/Klp10A/CG32232/poe/CG5964/Ttc26/p120ctn/cnn/nompB/Grip91/polo/Mzt1/Gorab/Zmynd10/corto/CG32371/CG13366/ncd/CG9406/ana1/Nek2/CG18190/Rcd4/Mps1/DCTN2-p50/Dlic/CG16896/CG31802/CG3062/nudE/Arp1/gammaTub37C/CG7716/TBCB/kat80/CG15306/chb/Cen/CycB/IFT52/CG5270/robls54B/Oseg5/Wdr62/ana3/mts/CG7218/cep290/toc/vih/CG2955,142
GO:0005635,nuclear envelope,103/7652,119/11938,3.1264039721706254e-8,8.238074466669598e-7,4.870608293486869e-7,Rad9/emb/Nup154/Nup43/kud/Ndc1/xmas/Ranbp16/Elys/kuk/Uggt/Lis-1/14-3-3zeta/msk/Ntf-2r/Dsor1/vib/Nup93-2/bif/e(y)2b/Rab11/Ntf-2/CG8111/sbr/Nup37/Sce/TER94/klar/Nup62/gcl/SREBP/Sirt1/DNApol-alpha73/baf/Nup205/cry/p23/CG42390/ord/ssp/yrt/schlank/Nup214/Nup35/CG5199/Nup93-1/Parp16/Nxt1/Kap-alpha1/LamC/Nup50/Impbeta11/Patj/Dbp80/spag4/MAN1/gwl/Nup44A/Ranbp9/Ote/Nup98-96/Gle1/Nup107/CG14006/Nup133/CG4880/RanBP3/CG6659/Nup188/polo/CG12782/Nup160/CG8009/Rae1/Erk7/Nup153/Nup75/mbo/Lam/CG14712/Cse1/Sec13/Nup58/wash/Aladin/btz/Dlic/CG7744/nudE/CG13137/fs(1)Ya/Mtor/Ulp1/CG7655/bocks/e(y)2/Axs/Nup54/mad2/toc/LBR/CG9723/Mad1,103
GO:0044429,mitochondrial part,362/7652,480/11938,3.895798877146037e-8,9.776600039314102e-7,5.780232920477328e-7,Ucp4A/porin/mRpS17/mRpL55/CG32727/CG3776/mRpL51/kdn/mge/mRpL19/Buffy/GC2/LeuRS-m/Miro/Tengl3/CG14740/mRpS30/mRpL33/Dhod/ATPsynCF6L/mRpL18/CG5903/NP15.6/mRpL49/CG9855/mRpL10/mRpL52/Tom40/mRpL54/CG14118/mRpL2/Cyt-c1L/mRpS5/tomboy40/UQCR-C2/mRpL43/COX4L/EMRE/CG6878/mRpL36/CG7506/sun/CG12511/IscU/Tim13/Ant2/CG17996/CG5599/mRpS18B/Surf1/Tengl2/mRpL42/Cyt-c1/CG3270/Marf/CG5265/CG6661/Coq2/Tim9a/CG1824/Rim2/ND-B17.2/mRpL39/ND-B14.7/Tim17b1/Tspo/CG7514/Mccc2/CG34172/HtrA2/ATPsynGL/Hsp60C/COX7AL/Cyt-c-d/ND-B14/mRpS16/Sirup/mRpS6/Tim23/tko/Letm1/CG4743/CG6629/CG3803/mtRNApol/Opa1/CG11752/AIF/CG11110/CG12917/l(3)87Df/l(2)10685/CG18418/ND-23/Oat/SdhD/Gdap1/ND-B16.6/rho-7/OXA1L/mEFTs/mRpL35/Sdhaf3/UQCR-11/ttm50/clu/ND-51L2/ND-24/mRpS22/CG5989/CG17300/UQCR-11L/Lon/CG10749/mRpL1/CG13564/TrpRS-m/ATPsynB/CG5662/CG9240/mRpS18C/CG14798/CG8728/CG14120/colt/MME1/Got2/SdhA/CG14130/CG32832/ATPsynC/mRpL15/mRpS2/mRpS18A/Slc25A46a/Pdp/Tim17a2/CG33331/Idh3b/CG11267/SCaMC/CG17691/CG11815/Debcl/mRpL16/CG9863/fzo/ND-B15/ND-B14.5AL/CG31229/CG1724/CG1907/Hsc70-4/mRpL21/CG7488/Adk3/CG11498/cn/CG11837/shop/CG30412/mRpS28/mRpS21/CG15459/ttm2/Gpo1/rswl/mRpS24/mRpL12/CG14817/ATPsynO/Got1/Tim17b/CG14062/mRpS34/EndoG/CG7791/ND-18/MetRS-m/CG1409/mRpS35/Alas/ND-13A/bb8/Nc73EF/mRpL44/ttm3/mRpS29/CG32281/Ucp4C/mfrn/levy/mRpS33/Porin2/CG10761/ND-51/Mpcp1/mRpS23/spoon/CG16781/mRpL3/P5CDh2/Hsp60D/SdhBL/Mpc1/MCU/ND-20L/Hmgcl/mldr/ND-24L/CG9393/CG3626/ND-39/ox/mRpL17/CG10748/Aldh/CG17991/CG8004/zuc/Trap1/mRpL13/CG12375/mRpL23/mtDNA-helicase/P32/CG9920/CG3092/ND-15/mRpS25/Thiolase/CG6512/Tom20/UQCR-14/Coq7/CG13458/Ppox/Mccc1/mRpL20/Mtpalpha/CG4520/ND-MLRQ/CG6638/CG15458/dare/CG3107/knon/CG7382/mtSSB/ND-49L/mtTFB2/CG31075/Scox/Mul1/ATPsynepsilonL/CG11077/CG12464/Adk2/CG9547/CG7470/CG9065/mRpS14/mRpL45/pn/CG8199/CG14270/Baldspot/Suv3/tam/ND-51L1/Tim8/CG14483/CG9399/CG41128/muc/mRpL38/ATPsynF/CG7772/l(3)neo43/cav/CG8043/CG43321/UQCR-14L/CG5131/cype/CG8531/GC1/mRpL46/Scsalpha1/mRpL32/ABCB7/ND-75/MICU1/CG12479/Chchd3/prel/mRpL48/mRpL24/mRpS31/Tom70/sra/mRpL14/Mitofilin/CG5676/ATPsynE/SdhC/CG5214/ND-42/Cln3/Ttc19/mRpL11/Tim17a1/CG12848/l(2)37Bb/tomboy20/mRpL4/CG6094/COX6AL/COX5A/mRpL30/CIA30/ND-B8/slgA/COX5BL/mRpS9/CG11779/mRpL9/bonsai/Echs1/CG7616/UQCR-6.4/mRpL28/Neb-cGP/SdhB/COX5B/mRpL50/COX4/CG3156/mRpL27/Tengl4/ND-13B/mRpL22/ATPsynbetaL/UQCR-Q/Cyt-c-p/Fdx2/CG4942/Slc25A46b/ND-B22/mRpL41/mRpS7/Hsp60A/SdhAL/ND-B14.5B/CG7394/mRpL40/mRpS26/ND-B14.5A/Tengl1/Tpc1/CG9396/CG14929,362
GO:0000502,proteasome complex,58/7652,62/11938,6.191784788757918e-8,1.4187263407284449e-6,8.387955594839101e-7,Prosbeta3/Prosbeta6/Rpt3R/Prosbeta4R1/Rad23/Prosalpha4T2/REG/Rpn9/Prosalpha4T1/Prosbeta4/Rpn12R/Elp2/Rpn13R/CG10694/Prosbeta2R2/yip3/TER94/Rpn3/Rpn6/Rpn11/Rpn13/Rpt5/CG9588/Rpt2/Prosbeta7/Rpt1/Prosbeta5R1/Prosalpha6/CG12096/Rpn7/Rpt6R/Uch-L5R/Prosalpha7/Prosalpha3/Rpn8/Prosbeta5R2/Prosalpha2/Rpn10/Prosalpha3T/Prosbeta5/CG8858/Rpt3/Rpn1/Prosbeta2R1/Rpn2/Prosbeta4R2/Rpn5/Rpt6/Sem1/Rpn12/Prosbeta2/Rpt4R/Rpt4/Prosalpha5/Prosalpha4/Prosalpha6T/Prosbeta1/Ufd1-like,58
GO:1905369,endopeptidase complex,58/7652,62/11938,6.191784788757918e-8,1.4187263407284449e-6,8.387955594839101e-7,Prosbeta3/Prosbeta6/Rpt3R/Prosbeta4R1/Rad23/Prosalpha4T2/REG/Rpn9/Prosalpha4T1/Prosbeta4/Rpn12R/Elp2/Rpn13R/CG10694/Prosbeta2R2/yip3/TER94/Rpn3/Rpn6/Rpn11/Rpn13/Rpt5/CG9588/Rpt2/Prosbeta7/Rpt1/Prosbeta5R1/Prosalpha6/CG12096/Rpn7/Rpt6R/Uch-L5R/Prosalpha7/Prosalpha3/Rpn8/Prosbeta5R2/Prosalpha2/Rpn10/Prosalpha3T/Prosbeta5/CG8858/Rpt3/Rpn1/Prosbeta2R1/Rpn2/Prosbeta4R2/Rpn5/Rpt6/Sem1/Rpn12/Prosbeta2/Rpt4R/Rpt4/Prosalpha5/Prosalpha4/Prosalpha6T/Prosbeta1/Ufd1-like,58
GO:0030880,RNA polymerase complex,84/7652,95/11938,6.94726864897641e-8,1.5255044075044033e-6,9.019261053057095e-7,Taf8/Rcp/DNApol-alpha60/Trf/TfIIA-L/Gdn1/RpIIIC53/CG13773/Coq2/Taf12/RpII140/Taf6/mtRNApol/Ctr9/Taf5/RpII33/RpI135/Tfb4/RpIII128/DNApol-alpha73/Spt3/Taf13/Xpd/Rpb7/RpI1/CG6220/Taf2/Atu/Cdk7/mrn/CG10887/CG9899/nht/sa/Rpb5/Taf1/TfIIA-S/l(2)37Cg/e(y)1/Trf2/DNApol-alpha180/RpI12/TfIIFbeta/Gas41/CG5380/RpII15/DNApol-alpha50/CG3756/Mat1/CG6204/moon/caz/hyx/atms/TfIIA-S-2/CG18600/CG12674/CG15160/Taf10/mia/Pk34A/Saf6/Sin/RpII18/CG12267/ear/Tbp/Ssl1/Rpb10/CG7339/Tfb1/Rpb11/RpIIIC160/bip2/TfIIEalpha/can/Rpb8/CycH/CG33051/TfIIFalpha/Taf7/RpII215/Rpb12/hay,84
GO:0000428,DNA-directed RNA polymerase complex,83/7652,94/11938,9.644360617259539e-8,2.033031218118311e-6,1.201991891666873e-6,Taf8/Rcp/DNApol-alpha60/Trf/TfIIA-L/Gdn1/RpIIIC53/CG13773/Coq2/Taf12/RpII140/Taf6/mtRNApol/Ctr9/Taf5/RpII33/RpI135/Tfb4/RpIII128/DNApol-alpha73/Spt3/Taf13/Xpd/Rpb7/RpI1/CG6220/Taf2/Atu/Cdk7/mrn/CG10887/CG9899/nht/sa/Rpb5/Taf1/TfIIA-S/l(2)37Cg/e(y)1/Trf2/DNApol-alpha180/RpI12/TfIIFbeta/Gas41/CG5380/RpII15/DNApol-alpha50/CG3756/Mat1/moon/caz/hyx/atms/TfIIA-S-2/CG18600/CG12674/CG15160/Taf10/mia/Pk34A/Saf6/Sin/RpII18/CG12267/ear/Tbp/Ssl1/Rpb10/CG7339/Tfb1/Rpb11/RpIIIC160/bip2/TfIIEalpha/can/Rpb8/CycH/CG33051/TfIIFalpha/Taf7/RpII215/Rpb12/hay,83
GO:0099023,tethering complex,42/7652,43/11938,1.1954129755159134e-7,2.423010146526486e-6,1.4325596791607707e-6,Vps51/dor/CG7456/Sec10/sktl/Bet5/Exo84/fws/scat/Bet3/Sec5/car/brun/Cog3/Trs31/Vps33B/Vps50/Trs20/Sec3/CG43322/CG1968/lt/Cog7/CG6488/SIDL/ldlCp/Vps16B/l(3)76BDm/Zw10/Vps8/Sec8/Vps53/Rint1/Sec15/Vps39/Vps11/Cog1/Exo70/Trs33/Sec6/Vps16A/Trs23,42
GO:0055029,nuclear DNA-directed RNA polymerase complex,82/7652,93/11938,1.3370409204353504e-7,2.6097057965534433e-6,1.542940009547227e-6,Taf8/Rcp/DNApol-alpha60/Trf/TfIIA-L/Gdn1/RpIIIC53/CG13773/Coq2/Taf12/RpII140/Taf6/Ctr9/Taf5/RpII33/RpI135/Tfb4/RpIII128/DNApol-alpha73/Spt3/Taf13/Xpd/Rpb7/RpI1/CG6220/Taf2/Atu/Cdk7/mrn/CG10887/CG9899/nht/sa/Rpb5/Taf1/TfIIA-S/l(2)37Cg/e(y)1/Trf2/DNApol-alpha180/RpI12/TfIIFbeta/Gas41/CG5380/RpII15/DNApol-alpha50/CG3756/Mat1/moon/caz/hyx/atms/TfIIA-S-2/CG18600/CG12674/CG15160/Taf10/mia/Pk34A/Saf6/Sin/RpII18/CG12267/ear/Tbp/Ssl1/Rpb10/CG7339/Tfb1/Rpb11/RpIIIC160/bip2/TfIIEalpha/can/Rpb8/CycH/CG33051/TfIIFalpha/Taf7/RpII215/Rpb12/hay,82
GO:0000151,ubiquitin ligase complex,125/7652,150/11938,1.3875201732085153e-7,2.611511183146027e-6,1.544007410788423e-6,ntc/CG31855/CG2010/CG4042/ph-p/Der-2/CG30466/CG11044/CG10516/CG10862/Cul4/phyl/Cul1/CG11070/Tango4/CG6758/ari-2/Roc2/CG9316/CG14937/SkpA/slim/ohgt/ph-d/CG17030/CG10254/SCCRO/DCAF12/Cks30A/Sce/ari-1/SCCRO4/CG6325/gcl/Scm/CG32085/APC10/morgue/Fbxl4/CG15056/Cks85A/park/CG13088/LUBEL/CG30496/ScsbetaA/CG14317/CG12520/Rca1/KLHL18/Psc/CG5003/EloB/CG13085/APC7/CG1523/l(3)73Ah/CG3473/shtd/sina/Hrd3/Smurf/CG9003/CG33969/fsd/Ubc84D/ago/CG32221/CG18605/CG7707/Ubc10/Kdm2/CG12402/Atg3/Cul6/SCCRO3/Ubr1/jet/CG34025/mahj/CG2247/CG12362/Fbw5/mr/slmb/Cdc23/CG4911/pall/eff/klhl10/SkpB/dmpd/Pc/dgrn/Ndfip/Vhl/corto/SkpE/Fsn/Skp2/APC4/Cul2/Yippee/CG15412/FBXO11/CG14891/CG15237/CG13766/Cul5/SkpF/CG8272/BTBD9/Roc1b/CG5961/CG11658/CG33144/z/CG7275/sip3/CG12084/vih/gus/ida/Fbl6/SkpD,125
