PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1625935_at,Trim9,34453,Tripartite motif containing 9,-2.2809493085971226,6.218643961888435,-7.810358220398066,1.0358323236078377e-7,8.99899250986686e-5,7.852641318404364
1623035_at,NaPi-T,36651,Na[+]-dependent inorganic phosphate cotransporter,1.8192821961699703,5.605899037528174,7.688881932395814,1.3322052631722808e-7,1.0747090173048385e-4,7.620487637215067
1634854_at,CG16989,31026,uncharacterized protein,-1.2012938546060612,7.942596475700683,-7.621467031929443,1.533166917039419e-7,1.1543724774028799e-4,7.490664514478494
1632776_at,CSN5,42000,COP9 signalosome subunit 5,0.991684149186133,8.748813895919575,7.510950275144559,1.9328263401294157e-7,1.3643337928388513e-4,7.276317885957724
1622946_at,CG6908,41410,uncharacterized protein,-1.5350723882485777,9.837697404774932,-7.011514310186127,5.619226011923246e-7,3.7331493281565374e-4,6.284275637429328
1625434_at,CG3270,35575,uncharacterized protein,0.9989593201753415,9.31617756878362,6.943574952751867,6.513836267096177e-7,4.0870703778102344e-4,6.146400203382905
1636835_at,CG16700,32694,uncharacterized protein,1.4718760336760353,7.920861090475921,6.900894014490944,7.149546667591898e-7,4.2498410559885734e-4,6.059430752961447
1625538_at,Jon66Ci,38952,Jonah 66Ci,4.580956572556441,7.653585308933857,6.781519447994826,9.288366041360378e-7,5.245140303556206e-4,5.814748722249945
1631801_at,CG15044,32834,uncharacterized protein,2.0252350533302703,6.949864598474644,6.689583916248596,1.1376855117916497e-6,6.118581033416616e-4,5.624878773138766
1630142_at,sog,32498,short gastrulation,1.1808766641301531,6.04889166737194,6.621734415375714,1.3223045215881028e-6,6.680803319276112e-4,5.483963539847036
1641292_at,CG32834,318238,uncharacterized protein,-1.2206922523977601,6.292423150895024,-6.608905612770168,1.360531931497703e-6,6.680803319276112e-4,5.457244913841988
1631712_at,CG13398,34169,uncharacterized protein,1.7820144300529712,8.100423556673912,6.576681764652935,1.4616336743620895e-6,6.878204465935599e-4,5.390027817840917
1623571_a_at,CG9328,35344,uncharacterized protein,1.1019437876784863,8.44633497704276,6.528853649376859,1.6261041210483766e-6,7.110552580408871e-4,5.2899873476272745
1640327_at,CG6023,32814,uncharacterized protein,0.972322164275834,7.0815473729201965,6.520400020534749,1.6570922428579044e-6,7.110552580408871e-4,5.272271309358732
1633002_at,salt,43742,salty dog,1.368618666002515,9.987671945931757,6.4943458477229505,1.7564615091738491e-6,7.110552580408871e-4,5.217606581145608
1640006_at,CG18609,37158,uncharacterized protein,-3.101768287720759,10.367805561386133,-6.485721554937083,1.790683338199935e-6,7.110552580408871e-4,5.199490653844
1631072_at,CG9512,32419,uncharacterized protein,1.2701700668365437,11.390275317860828,6.477045262937709,1.8258015302980101e-6,7.110552580408871e-4,5.1812549125050396
1631962_at,MtnD,326270,Metallothionein D,1.7590805549345134,10.07847672252529,6.412639113982571,2.109573567827524e-6,7.941841291681351e-4,5.04555634406594
1627463_at,Damm,36266,Death associated molecule related to Mch2 caspase,2.088232516035408,7.523597471936194,6.385686612993116,2.241387395100558e-6,8.085345700104776e-4,4.988597795874716
1629313_at,CG8661,32720,uncharacterized protein,2.660530449181291,9.501464313620684,6.372677828924126,2.3079983084294355e-6,8.085345700104776e-4,4.961070380518793
1632952_at,CG4598,34315,uncharacterized protein,-1.295755074562063,9.194731862239284,-6.3623240584006435,2.362461555723903e-6,8.085345700104776e-4,4.93914442973251
1625923_s_at,Flo2,32425,Flotillin 2,0.985430527324425,7.806079844655632,6.215960687018425,3.2897537844294176e-6,0.001056115771677401,4.627627415196235
1629327_at,CG5693,50463,uncharacterized protein,1.218160489699228,6.856785677146168,6.209159578358982,3.340971054777427e-6,0.001056115771677401,4.61308176037331
1636611_at,Try29F,34226,Trypsin 29F,3.067030694355653,5.638913855883689,6.205821879529053,3.3664040889309757e-6,0.001056115771677401,4.605941106424602
1627890_at,GstD10,59240,Glutathione S transferase D10,1.7724705637440614,6.197186934027154,6.187288995309073,3.511271591846212e-6,0.0010597898298079817,4.566264991005468
1632452_at,CG18258,32708,uncharacterized protein,2.3857770155793157,6.8499573214725595,6.1805165322215325,3.5657883418366654e-6,0.0010597898298079817,4.5517547908815885
1637754_at,CG9458,41214,uncharacterized protein,-2.4042305466128973,10.227720936351536,-6.148332027856742,3.836948482963505e-6,0.001111140927348457,4.482715717559326
1633256_at,Sfp33A3,8674115,Seminal fluid protein 33A3,1.2162016538413702,7.46958471345903,6.08040538010229,4.480634958581923e-6,0.0012651072805556062,4.3365609286782885
1625276_a_at,Eip71CD,39675,Ecdysone-induced protein 28/29kD,-1.5689237201921706,10.207338295636887,-6.053953305721136,4.760272967667203e-6,0.0013112810462642289,4.279483583982525
1636775_at,CG18622,42044,uncharacterized protein,0.802624535585176,7.9293678450034415,5.9897116302060045,5.516092556340099e-6,0.0014810222848527512,4.140493743410534
1632335_at,RpL27,43103,Ribosomal protein L27,0.6598669922255009,13.198486925243817,5.980142421285977,5.638742540168966e-6,0.0014810222848527512,4.119745737646227
1633308_at,CG6660,42708,uncharacterized protein,-2.807469577586092,8.901071961465915,-5.869858281643302,7.270705086983868e-6,0.0018662578011908139,3.8798090922081467
1627854_at,Had1,32592,beta Hydroxy acid dehydrogenase 1,0.972187240401901,11.194478638529551,5.8288951083429135,7.99336735782899e-6,0.002006157576429347,3.7903122490239465
1634549_at,Pa1,32079,PTIP associated 1,1.4038884878851938,8.48196727769823,5.807139776340704,8.406560173866649e-6,0.002023277130918158,3.74269975131312
1639098_s_at,snsl,33696,snustorr snarlik,-1.7126349912529255,5.178281057337546,-5.806457194758425,8.419871184093627e-6,0.002023277130918158,3.7412049877218685
1626769_s_at,Nop17l,35730,Nop17 like,0.793802109373626,9.378991701040102,5.778619512499272,8.981457534853223e-6,0.002113262112471506,3.680197590402136
1630310_at,CG32751,318189,uncharacterized protein,-2.8156111121508953,5.5450340377088185,-5.749913680357708,9.600644170254608e-6,0.0021837675079878684,3.61719317847135
1632865_s_at,CG12974,40350,uncharacterized protein,0.8552837403680424,8.872075231732438,5.74368777900967,9.740584405441367e-6,0.0021837675079878684,3.6035158418743034
1633357_at,CG7910,40956,uncharacterized protein,-1.7328399853721415,10.813857756216315,-5.732472994318633,9.997929928672494e-6,0.0021837675079878684,3.57886749669931
1632808_at,CG6012,35022,uncharacterized protein,1.830062883290715,6.16601797383407,5.7300457502532165,1.0054534302759799e-5,0.0021837675079878684,3.5735309012828633
1636535_at,CG15912,31385,uncharacterized protein,-0.7200338687029157,5.842995695704127,-5.683254887869196,1.1211916127173105e-5,0.0023891958630243974,3.4705249837359187
1635260_at,Stam,34505,Signal transducing adaptor molecule,-0.6420748745272427,9.077867821381236,-5.62328994205397,1.2896250658830646e-5,0.0026540744484402938,3.3381608688672095
1629552_at,rdgBbeta,37011,rdgBbeta,1.2355176075640237,7.449249179271604,5.622339651997334,1.2924924266355248e-5,0.0026540744484402938,3.3360600678242847
1639819_at,Sardh,37026,Sarcosine dehydrogenase,-1.1092802589598598,5.78928812856855,-5.609129247469574,1.3330321073989145e-5,0.002688440110886311,3.3068457767111052
1639495_at,Cyp9b1,35634,Cytochrome P450-9b1,-1.7939872990176973,6.212125949793087,-5.565056519184402,1.4778916626835776e-5,0.002928299726026022,3.2092454112549618
1631853_at,CG6610,38693,uncharacterized protein,-0.6981424927971602,8.76656001624466,-5.540682400932732,1.564788827093515e-5,0.003047021553998993,3.1551800900376623
1634019_at,CG2064,35708,uncharacterized protein,-1.8948219628165148,8.635348184382439,-5.527907540875998,1.612392340047664e-5,0.003053904073551013,3.1268189032096068
1637442_at,ttv,36614,tout-velu,0.9446588683008423,7.461500651419227,5.525269843994496,1.6224034391097997e-5,0.003053904073551013,3.120960910002692
1623068_at,Cyp4e3,34291,Cytochrome P450-4e3,3.9806423420480908,6.660049921180374,5.506637050065722,1.694947340220734e-5,0.0031381533213857326,3.0795594742880095
1626911_at,CG6495,34486,uncharacterized protein,-0.7924463065925567,7.06920414555816,-5.468173080876739,1.8553172944304087e-5,0.003379669923112425,2.993982415974319
1627850_at,Cpsf5,39083,Cleavage and polyadenylation specific factor 5,0.6898060667753505,8.915424899978493,5.457298229837093,1.903398158155361e-5,0.00339026003227061,2.9697605073623894
1624101_at,Cyp6a23,36661,Cyp6a23,-3.2379763859064017,9.15600148624922,-5.441173245919568,1.9770345771576548e-5,0.00339026003227061,2.9338233070759596
1630016_at,Vha16-2,39282,Vacuolar H[+] ATPase 16kD subunit 2,0.7164460793874712,5.600052906917587,5.440995308454226,1.9778631056629403e-5,0.00339026003227061,2.933426601489616
1637589_at,CG15423,33616,uncharacterized protein,0.7517497970682463,9.412542947141848,5.440278608680799,1.9812038438981784e-5,0.00339026003227061,2.931828712111704
1630302_at,CG8562,38828,uncharacterized protein,0.8632299520067725,10.589954133788357,5.43319533039499,2.0145311151595687e-5,0.0033958379723301748,2.91603377319543
1641137_at,Dr,45285,Drop,1.9410877155087984,6.274711727668918,5.412239629414032,2.1165050620826366e-5,0.0035152659075237203,2.8692763222207613
1641268_at,CG13313,39022,uncharacterized protein,-2.445144223110769,5.847618238377879,-5.40059835171878,2.1754049038129577e-5,0.00356072796864689,2.843283437650438
1630088_at,CG16743,34517,uncharacterized protein,-1.7410354250940152,8.890509021852512,-5.393832259804753,2.2104011687953574e-5,0.0035663244000535385,2.8281700277032993
1636152_a_at,Pits,32205,Protein interacting with Ttk69 and Sin3A,0.8796771362492635,7.571880309784648,5.384827852783267,2.2578638265297802e-5,0.003591593529130611,2.8080501651971854
1634306_at,Klp98A,43310,Kinesin-like protein at 98A,1.0371560333625478,7.724075459095506,5.369148138504259,2.3429983069410604e-5,0.003675253177582269,2.772996474251288
1627119_at,CG8329,39123,uncharacterized protein,2.2607773940187386,10.064086970088427,5.342960218159043,2.4925272299008123e-5,0.003856246922534216,2.7143995731413337
1625873_at,Ugt49C1,37421,UDP-glycosyltransferase family 49 member C1,-2.950971642127417,7.0966690994008665,-5.336824442558635,2.5289415692904647e-5,0.003859711632914393,2.7006613240723674
1632755_at,CG31266,42071,uncharacterized protein,1.1657133020521009,8.734506139754648,5.322912613072644,2.613519306020878e-5,0.003907723039663724,2.6694995023928296
1630291_at,MtnB,42424,Metallothionein B,2.8033651486253053,7.028675521305261,5.320319461977846,2.6295993537669828e-5,0.003907723039663724,2.663689036032963
1640386_at,wbl,37206,windbeutel,0.9188174345141142,7.9636874187708635,5.311619588653236,2.6842845944504064e-5,0.003937183144119856,2.6441908432024483
1626435_at,CG15263,34898,uncharacterized protein,4.213636941991233,7.743735487644356,5.29346469334628,2.802150596067736e-5,0.004057370363075514,2.6034802908593786
1622896_at,pinta,42635,prolonged depolarization afterpotential (PDA) is not apparent,-1.166053884521948,7.624672847092113,-5.283480548001832,2.86919574322199e-5,0.004101860344803691,2.58107943684859
1628818_at,CG17562,42021,uncharacterized protein,-1.5715987186023952,9.171595343904807,-5.269317645976893,2.9671054948551088e-5,0.004157381003967509,2.549288023775098
1624372_at,Der-1,33369,Derlin-1,-1.0097533196079809,9.985003382291406,-5.26725390866075,2.9816527476657365e-5,0.004157381003967509,2.544654109553308
1637359_at,Lsd-2,32437,Lipid storage droplet-2,1.235882634416173,11.753303752312904,5.260365502376555,3.030735109530363e-5,0.00417300181850074,2.5291842326197695
1636760_a_at,TbCMF46,34318,TbCMF46,-1.387137338162053,5.536439673965847,-5.248322156196156,3.118526838711124e-5,0.00417300181850074,2.5021277131716158
1624321_at,Rac2,38831,Rac2,1.932205215808251,8.605271245075013,5.247136599810366,3.127307458658127e-5,0.00417300181850074,2.499463580896066
1637172_at,mRpS14,117414,mitochondrial ribosomal protein S14,-0.6459453062408453,9.580811816068556,-5.245341373306104,3.140651271228643e-5,0.00417300181850074,2.4954291969146922
1632531_at,CG5770,37054,uncharacterized protein,-2.8934391734972422,6.8184831546623865,-5.235540703848601,3.214524294580646e-5,0.00422149271895277,2.4733995103083775
1629013_at,CG11436,31386,uncharacterized protein,1.1841090812953254,6.459560743593539,5.2279545475756715,3.2729138474161104e-5,0.00424876884973765,2.456342010444173
1636123_at,wol,34134,wollknaeuel,-0.5130763628392856,9.27441300562143,-5.207945174019468,3.432138325452513e-5,0.004345307165033904,2.41132793282598
1627436_s_at,Pdp1,45588,PAR-domain protein 1,2.014666508206611,7.865507126336216,5.2074837699522,3.4359012041364766e-5,0.004345307165033904,2.4102895464513754
1624692_at,CG6830,41408,uncharacterized protein,1.1883714596845767,9.284833798686439,5.204212118736175,3.46270271695636e-5,0.004345307165033904,2.402926220749567
1633880_s_at,Ir76a,40157,Ionotropic receptor 76a,2.681577501627994,5.662289528325852,5.181529389539368,3.6544448144602e-5,0.004535527443353132,2.3518515749767275
1639622_at,Proc,250710,Proctolin,-0.8220405640543014,5.988508191486852,-5.15851405610741,3.860012364204463e-5,0.004738584743622305,2.2999860076196867
1641463_at,CG6583,34645,uncharacterized protein,0.7192169138020068,7.938854003414466,5.141020309811946,4.0240729179024284e-5,0.004853560800264289,2.26053573700524
1623864_at,CG6321,39233,uncharacterized protein,1.4767338222557624,8.026093358130163,5.139400149569888,4.039620287097956e-5,0.004853560800264289,2.2568809076750433
1624567_at,Rab35,33014,Rab35,-0.5273483578064164,6.790129235830736,-5.12707275183811,4.1599274915553415e-5,0.004945496956802739,2.229065655670537
1627817_at,CG33109,326258,uncharacterized protein,-4.291903580685402,9.027672931869935,-5.101176422474379,4.4246186600790175e-5,0.005205379494472127,2.1705965310666766
1630539_at,Topors,37188,Topoisomerase I-interacting protein,1.8587985825120832,7.782818226101912,5.079373998723227,4.6606586593507127e-5,0.005426544216361542,2.1213323867946094
1637829_at,CG4020,31522,uncharacterized protein,-1.9658220393496304,8.209706244861536,-5.0567038591658715,4.919633992522997e-5,0.0056446114113414105,2.0700714084017164
1625512_s_at,CG34002,3885644,uncharacterized protein,0.8589038437127066,7.141207641129155,5.054302485847023,4.9479062309438606e-5,0.0056446114113414105,2.0646393806241914
1638432_a_at,CG10082,37465,uncharacterized protein,-0.7881760543914424,9.048576404671358,-5.046646708895063,5.039143297452383e-5,0.005678545139081102,2.047318949013052
1626659_at,BCAS2,43348,BCAS2,1.0465945800514724,7.401046946808434,5.043411382767488,5.0782101916698364e-5,0.005678545139081102,2.039998127704333
1636888_a_at,Alp4,43671,Alkaline phosphatase 4,1.0575690830995796,11.007938510419102,5.036218621387441,5.166165557573439e-5,0.005720262137964159,2.0237199380565887
1623363_at,CG6432,42901,uncharacterized protein,-1.5077279741936618,7.922728748753057,-5.01085272242372,5.488841078776217e-5,0.005979646937413564,1.9662855498692728
1634113_at,geko,50263,geko,-0.7770480752949371,8.938618837603673,-5.007424555108743,5.5339876534377646e-5,0.005979646937413564,1.9585200808566139
1638774_at,CG16904,41212,uncharacterized protein,-1.9841684675310685,12.056973696743867,-5.005099196119513,5.56482468832714e-5,0.005979646937413564,1.9532522485435848
1623335_a_at,CG5044,41869,uncharacterized protein,-0.8955307461937352,10.12214372971023,-5.00155152977154,5.6122062632002634e-5,0.005979646937413564,1.945214738067083
1634683_at,Mad,33529,Mothers against dpp,0.712416538922362,8.864698462686274,4.994829313285702,5.703108535655522e-5,0.006019711009504062,1.9299827935131884
1634836_a_at,CarT,35334,Carcinine transporter,0.734502566308187,5.284414463414671,4.979490684956795,5.9161446050485324e-5,0.0061867534416127894,1.895215938618497
1623102_at,Gip,31960,GIP-like,0.8225183732359795,10.767468987188494,4.974347050975263,5.989371621798207e-5,0.006205868173998986,1.8835539227370166
1634629_at,CG13359,31028,uncharacterized protein,-0.8618675853156068,5.764542882475358,-4.9581446489214,6.226082408337628e-5,0.006392488610887742,1.8468078716109684
1625656_s_at,Vps35,37536,Vacuolar protein sorting 35,0.49657578872432495,9.35757771388056,4.948462846752956,6.372022642799652e-5,0.00648338952502516,1.8248424277207178
1640520_at,LSm7,35003,Like Sm 7,0.6088104146867259,8.950296690631545,4.927843768554627,6.694459616480513e-5,0.006733394268987161,1.7780444116438208
1641429_at,GstE2,37107,Glutathione S transferase E2,-1.47879719120008,7.193968070821222,-4.921685233735858,6.793927869174174e-5,0.006733394268987161,1.7640618466733233
1625265_at,CG9119,38124,uncharacterized protein,0.8731519225513615,10.002222131238218,4.9157287746271,6.89155323965495e-5,0.006733394268987161,1.7505359874308777
1629083_at,CG16704,33589,uncharacterized protein,1.5241852433332,9.184862169983667,4.911837613785056,6.956093074582218e-5,0.006733394268987161,1.7416988811486611
1635088_at,spidey,31703,spidey,-0.7903294664876483,11.248810096581037,-4.908478557520486,7.01229830521496e-5,0.006733394268987161,1.7340695267569526
1630702_at,SmydA-5,35538,"SET and MYND domain containing, arthropod-specific, member 5",2.1887229865200126,5.612598943970658,4.904464410242131,7.080067026249008e-5,0.006733394268987161,1.724951437254612
1632045_at,CG5697,42483,uncharacterized protein,-0.9732310872123353,8.74829613885153,-4.904189365933811,7.084734606567379e-5,0.006733394268987161,1.7243266438985358
1627495_at,CG18234,40024,uncharacterized protein,0.7643577146178231,6.9417973428783535,4.90360353335697,7.094686718695521e-5,0.006733394268987161,1.72299584662969
1623364_at,CG4250,37599,uncharacterized protein,-3.2013682533476473,9.843836943744002,-4.879918806746735,7.509096676280502e-5,0.0070547039737579136,1.6691768196126482
1628389_at,Hmt-1,41925,Heavy metal tolerance factor 1,-0.8957299725771612,8.98758452385565,-4.877202255258652,7.55816522777322e-5,0.0070547039737579136,1.663002008943696
1627664_a_at,CG11178,32315,uncharacterized protein,0.7670789547455978,7.995062720201855,4.872584997783155,7.642310076268938e-5,0.007074774590277162,1.652505919906572
1627612_a_at,Crag,31800,Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein,1.249229520554028,8.644838472046132,4.861233106059431,7.853231844523782e-5,0.007185032383596137,1.6266956322183983
1631258_at,GstT2,246386,Glutathione S transferase T2,-0.9161578536847301,8.83102109576144,-4.8524614403276916,8.02023079709753e-5,0.007185032383596137,1.6067472603457045
1636174_at,GstD9,41502,Glutathione S transferase D9,1.8433022854918537,9.222779600790181,4.85229337391834,8.0234652930232e-5,0.007185032383596137,1.6063650076900862
1634468_at,CG13397,46386,uncharacterized protein,1.6487903236593278,7.509262671205645,4.849536665991444,8.076707456535737e-5,0.007185032383596137,1.6000949043056671
1624450_at,Orct,42891,Organic cation transporter,-0.8535580133046174,8.379869015670035,-4.846708733961253,8.131695916483884e-5,0.007185032383596137,1.5936623979012685
1641235_at,CG14102,40156,uncharacterized protein,1.4862433687783643,6.457505508439698,4.8461235637556275,8.143121525591513e-5,0.007185032383596137,1.5923312997101764
1636693_at,MFS10,32263,Major Facilitator Superfamily Transporter 10,0.9026050164694297,8.163830099737032,4.841947084963447,8.225140448342914e-5,0.007201142342913556,1.5828304761606313
1634503_at,CG15695,42468,uncharacterized protein,0.9379883659180805,7.278092598357026,4.806975251747273,8.945494727391781e-5,0.007771570573166367,1.5032412502402526
1634449_at,CG9459,41213,uncharacterized protein,-2.4982991119138767,8.71391357640902,-4.774163374786518,9.67918230538222e-5,0.008325845204767769,1.4285152732217048
1629841_at,vito,326214,viriato,-0.5532386579852853,7.322318943335617,-4.77194459980184,9.730932946957194e-5,0.008325845204767769,1.4234604806148585
1630149_at,CG6290,32827,uncharacterized protein,0.8479953014482096,7.296159430957135,4.748693629016562,1.0290312566485092e-4,0.008738254896682904,1.3704776598092154
1633716_at,CG10747,35295,uncharacterized protein,0.8709537903533491,8.462493170301398,4.745068292901149,1.0380408456867713e-4,0.008748980082974922,1.362214439605566
1640269_at,CG15147,35069,uncharacterized protein,-0.7287008429403219,7.5038576653139835,-4.7332900547644545,1.067864380506077e-4,0.008933674306248618,1.3353646571688662
1624541_at,RhoGAP19D,33048,Rho GTPase activating protein at 19D,0.8903555491552684,8.267244742403301,4.723250139780289,1.0939673984422287e-4,0.009084755733828331,1.3124732365228802
1636885_at,CG17560,42022,uncharacterized protein,-1.669273726966642,10.499972932932577,-4.7161618962941025,1.1127827027674421e-4,0.00917355317157335,1.2963094069265821
1637142_at,CG9547,33911,uncharacterized protein,0.6516070495841522,8.86247556303911,4.699432475524239,1.158493370527996e-4,0.009481176903437092,1.2581526619288548
1626984_at,Gld,40875,Glucose dehydrogenase,-1.4436977459416038,8.104778290617558,-4.691745347347644,1.1801271634174491e-4,0.009588745455853719,1.2406163269662365
1637291_at,FarO,45707,Fatty acyl-CoA reductase in oenocytes,-1.4951536359844386,7.4012722755555425,-4.672345925753155,1.2365497236523402e-4,0.00997542327066395,1.1963520942404209
1634182_at,CG11593,38477,uncharacterized protein,0.6562726259793621,9.04519227605551,4.6681668081556245,1.249055923617146e-4,0.010004849362646843,1.1868148244166425
1641125_at,Dgat2,35719,Diacylglycerol O-acyltransferase 2,-0.984997221637288,7.1126732088495,-4.6600197513470185,1.273803747843381e-4,0.010119972395426348,1.168220592654757
1630590_at,CG18417,38829,uncharacterized protein,2.340313224460721,6.319054827535075,4.657567370909451,1.2813494355816963e-4,0.010119972395426348,1.1626230490800937
1626124_at,CG9717,43636,uncharacterized protein,0.6464126324791515,7.182380752795484,4.6535485324740815,1.2938123625270409e-4,0.010147442237764167,1.1534496670288732
1635398_at,Scp2,42015,Sarcoplasmic calcium-binding protein 2,-0.78351141042838,10.49223760464308,-4.650411491690057,1.3036254790374944e-4,0.010153893903620318,1.1462887244164142
1638413_at,CG18180,39125,uncharacterized protein,2.6000875609398566,9.727026444339089,4.645123699829915,1.3203363550843392e-4,0.01019677079724402,1.1342175688597003
1639641_at,CG8560,38830,uncharacterized protein,0.9734138905338998,12.090639133706746,4.642975320963051,1.327187273946229e-4,0.01019677079724402,1.129312933961307
1640217_at,CG30154,246487,uncharacterized protein,-1.6458075918812618,7.381762719848877,-4.638500041311468,1.3415735209907395e-4,0.010213670066959788,1.1190956679448396
1632927_at,hng2,41056,hinge2,-1.000272098293804,7.823925714503291,-4.636678551163377,1.3474737382477496e-4,0.010213670066959788,1.1149369549763284
1637435_at,kek4,34718,kekkon 4,1.5948447166729638,5.665315686547286,4.624428427639669,1.3878389091178306e-4,0.010449501759717853,1.0869657620813866
1640311_s_at,lolal,44703,lola like,0.5574703288678027,10.260116190845913,4.613069772031853,1.4263532445320332e-4,0.010653958558920849,1.0610263734918863
1634064_at,CG13311,39008,uncharacterized protein,1.0249863391857916,7.6572563662568784,4.610834783196787,1.434057229761868e-4,0.010653958558920849,1.0559219962525788
1628429_at,Sec61gamma,32968,Sec61 gamma subunit,-0.6109306296930441,10.945815120954448,-4.6081711395057106,1.4432934828359216e-4,0.010653958558920849,1.0498384653540116
1625227_at,CG30456,36929,uncharacterized protein,0.6526920572039616,7.362840659843812,4.605415041685688,1.4529133294012656e-4,0.01065532671575188,1.0435435840590657
1623889_at,CG1317,38300,uncharacterized protein,-0.5102545881169966,9.826353486115046,-4.587698032519806,1.5163114712075327e-4,0.011048530165043789,1.003073699910031
1623756_at,CG17239,59224,uncharacterized protein,-1.198482101942692,6.958186411540276,-4.567517806329647,1.591920932638778e-4,0.01152509936745023,0.9569682798246193
1626624_s_at,Pax,35215,Paxillin,1.4432203269782686,8.596166434248083,4.558038804497397,1.6287333910972848e-4,0.011682218204733055,0.9353087288755981
1641530_s_at,magu,36048,magu,-0.5363653058149538,8.929386771900598,-4.556621500339751,1.634310675002499e-4,0.011682218204733055,0.9320700266703943
1638324_s_at,bond,42657,james bond,-0.7993993518417213,9.329967531679733,-4.54583017568255,1.6774103704036858e-4,0.011842702441106266,0.9074093275278274
1635140_at,CG15515,43538,uncharacterized protein,-1.3244977414831194,7.5349832464847015,-4.545750288826626,1.6777336555489662e-4,0.011842702441106266,0.9072267591139642
1632918_at,CG18746,59142,uncharacterized protein,0.6283358821815277,4.671001491295989,4.530591545029394,1.7402250840669784e-4,0.012207516831958046,0.8725818335745608
1639230_at,FASN2,117361,Fatty acid synthase 2,-1.4720521464819125,9.655733676014979,-4.525226095442484,1.7629000477458468e-4,0.012290242678544195,0.8603182865180168
1634630_at,CG5707,48422,uncharacterized protein,0.9827245477483864,8.710808423554843,4.517464184169751,1.7962290915204946e-4,0.012445773840265316,0.8425764441320229
1623883_at,CG18661,50438,uncharacterized protein,1.5968785711282543,6.574780379566277,4.498944033230476,1.878332850926081e-4,0.012912242351501858,0.8002402758613574
1635671_at,CG33290,2768993,uncharacterized protein,1.0006279385122685,7.216316230973903,4.495014648110793,1.896231674865336e-4,0.012912242351501858,0.7912572922252208
1637151_at,mre11,34565,meiotic recombination 11,1.334816017436923,7.243788120335415,4.494661124886178,1.8978503898966782e-4,0.012912242351501858,0.7904490917242404
1636343_at,CG6283,43250,uncharacterized protein,-1.787082135686827,9.464800073899974,-4.484947153724459,1.9428758153046987e-4,0.013062479115365306,0.7682410869813641
1636970_at,CG9394,37399,uncharacterized protein,-1.144812241180821,8.702600679192317,-4.484907028283546,1.9430640086606793e-4,0.013062479115365306,0.7681493502266834
1632774_s_at,CG12065,31798,uncharacterized protein,-0.6788043614268471,5.81539974890215,-4.4796285842725965,1.9679808139725402e-4,0.013148762903707454,0.7560813568294202
1638528_at,CG15531,43592,uncharacterized protein,-2.2353360300087424,9.609627851987113,-4.476761595988682,1.9816485596096318e-4,0.013148762903707454,0.7495264976913756
1629391_at,lectin-46Ca,53523,lectin-46Ca,0.8669972605541627,7.584746496183067,4.474847704831237,1.9908256211563437e-4,0.013148762903707454,0.74515067853988
1633327_at,CG11023,33155,uncharacterized protein,-0.7731470032764243,5.791196123480632,-4.4705189787274975,2.0117394330795946e-4,0.013209642533256363,0.7352535746604278
1623460_at,LeuRS-m,38581,"Leucyl-tRNA synthetase, mitochondrial",0.5806551770750987,7.72725587906937,4.466829896889132,2.029736841480732e-4,0.013250779125828546,0.7268187984059624
