PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
1635366_at,CG5614,41906,uncharacterized protein,20.369380694778535,7.26894580715736,126.49265054215424,2.4326259576182598e-32,1.308289407873363e-29,55.2016861198956
1637138_at,CG13898,38092,uncharacterized protein,18.163051747657587,7.164704816918503,125.80993906403715,2.7320030853807857e-32,1.4025110384677543e-29,55.15805881417956
1641484_a_at,otu,31789,ovarian tumor,-22.506163318509053,7.111092416143115,-124.55276550209284,3.388585907515326e-32,1.663943010412091e-29,55.076297817099444
1626292_at,S-Lap8,36844,Sperm-Leucylaminopeptidase 8,22.95883710304082,8.495705746296165,121.98997833253509,5.292355320102323e-32,2.4904942077181511e-29,54.903709346779536
1630780_a_at,hydra,33058,hydra,21.758879721782318,7.456147287136337,121.7535639897465,5.517154253682935e-32,2.4924296056438026e-29,54.887375712007184
1629545_at,Yp1,31939,Yolk protein 1,-27.4604660309102,8.951769090312016,-120.97275768022286,6.333324439312036e-32,2.7510987006765435e-29,54.832921641224544
1625892_a_at,CG17097,34461,uncharacterized protein,25.44183117319706,8.729033328506524,119.82318580685202,7.772340300932249e-32,3.190810208469891e-29,54.751303508903916
1631725_at,CG4691,34856,uncharacterized protein,22.433425292312425,8.234483528608939,119.72467482453189,7.910632710922343e-32,3.190810208469891e-29,54.74422796562254
1629534_at,CG18568,36549,uncharacterized protein,17.147092744659314,7.072427194590199,119.46510713929459,8.287494019300975e-32,3.2275502570339724e-29,54.72552228479344
1623539_at,CG30039,246411,uncharacterized protein,21.496893349978308,7.78611940235203,117.87262887013314,1.1050779661611569e-31,4.160250183274702e-29,54.60875489789881
1640086_at,CG11106,32062,uncharacterized protein,20.108127512926856,7.721058856036796,117.45656666721095,1.1921222224821264e-31,4.237299209037387e-29,54.57766888608388
1640759_at,CG31709,261620,uncharacterized protein,21.721015416885514,7.249500722515724,117.41784333360532,1.2005806152753353e-31,4.237299209037387e-29,54.57476329039789
1628872_at,S-Lap2,326209,Sperm-Leucylaminopeptidase 2,22.027505063252697,7.868078659770759,117.03634802347472,1.2873476601009704e-31,4.4058498403576847e-29,54.546024363799916
1631991_at,CG5089,36859,uncharacterized protein,22.640993806493583,8.101040757244304,116.43805057960464,1.4368823423555392e-31,4.772985051342194e-29,54.50053476732071
1625597_a_at,CG6441,34029,uncharacterized protein,17.658293842102086,6.829736761803295,116.04616685966955,1.5445925244328902e-31,4.880646752999475e-29,54.47045914952653
1640160_a_at,CG31948,326178,uncharacterized protein,23.055329572481526,7.909885942339911,116.00731384089113,1.5557223579598112e-31,4.880646752999475e-29,54.46746514954642
1637034_at,CG32371,317999,uncharacterized protein,19.81291568312597,7.385534596219163,115.83015473246293,1.6075455148416594e-31,4.906924066113973e-29,54.45378535550435
1630209_at,CG32445,261603,uncharacterized protein,16.064418405809963,7.507577786744237,115.63326901036577,1.6672648025752652e-31,4.955286494811854e-29,54.43852830795183
1626834_at,eIF4E5,38878,eukaryotic translation initiation factor 4E5,20.293099091877316,7.751873175929877,114.39794758168733,2.099015447572289e-31,5.995917279824169e-29,54.34148657252021
1637274_at,CG14488,37030,uncharacterized protein,18.59554719813676,7.070916806572835,114.33589377108876,2.1235761571893637e-31,5.995917279824169e-29,54.33655135933402
1623089_at,Mst84Db,40888,Male-specific RNA 84Db,23.855245404767203,8.185402200930328,113.7791456922954,2.3578653412229238e-31,6.495056381407731e-29,54.29200967242419
1633574_at,CG31820,318961,uncharacterized protein,22.659479486707344,8.323028916393262,113.01643085256897,2.723615794246255e-31,7.323932566718382e-29,54.23021359713216
1638296_at,S-Lap4,326188,Sperm-Leucylaminopeptidase 4,23.889754958581523,8.389085881382512,112.85470283334654,2.808532991440461e-31,7.32899960523727e-29,54.21699348376345
1634126_at,CG31788,318942,uncharacterized protein,22.384614953705498,7.51716846715035,112.7678305442555,2.85528583876784e-31,7.32899960523727e-29,54.209875296377604
1634882_at,Acp63F,38448,Accessory gland protein 63F,26.810771093619916,8.052023665172621,112.23966626056907,3.157626988462365e-31,7.924942046154211e-29,54.166341036914105
1640981_at,Mst57Dc,43121,Male-specific transcript 57Dc,22.732806429575525,8.541784692937316,111.80772270715698,3.4297418714143753e-31,8.420761890381294e-29,54.13040661614092
1635424_s_at,S-Lap3,326187,Sperm-Leucylaminopeptidase 3,23.85354362492332,7.834456458122504,111.68223816911117,3.513313375740754e-31,8.442417290556612e-29,54.11991090051047
1641142_at,CG5217,42311,uncharacterized protein,21.245606027902163,7.755115355382889,111.23766617431237,3.8269551738475613e-31,9.004506611132158e-29,54.08252038731551
1635846_a_at,orb,42752,oo18 RNA-binding protein,-22.48421466884497,7.148858760125321,-110.84995405980366,4.124403398067857e-31,9.421869672991125e-29,54.04964791366093
1637812_at,CG30430,246610,uncharacterized protein,20.067314472403403,8.593157688895701,110.79165156800174,4.171183669643671e-31,9.421869672991125e-29,54.04468325225989
1631393_at,CG32459,40502,uncharacterized protein,16.998964658415076,6.828902316172494,110.45399353748617,4.453255959959495e-31,9.861778982702458e-29,54.01581955484395
1633704_at,tHMG1,42650,testis-enriched HMG-box-containing protein 1,22.743321435776235,7.779840812447223,109.86145986600577,4.997548853749055e-31,1.0748700098687897e-28,53.96470755770415
1629240_at,Mst84Dc,40887,Male-specific RNA 84Dc,23.384956805853612,8.585703728933792,109.81395088982413,5.044103995311303e-31,1.0748700098687897e-28,53.96058379336415
1634778_at,CG3092,37682,uncharacterized protein,16.33152968430616,7.420417701713437,109.58814996573102,5.271658506984445e-31,1.0881326341293094e-28,53.94093194505497
1640123_at,COX5BL,33919,Cytochrome c oxidase subunit 5B-like,19.475534308937682,7.262069279337722,109.56167474051023,5.299034432186295e-31,1.0881326341293094e-28,53.938622075232175
1637325_at,Mst57Da,47954,Male-specific RNA 57Da,25.911305816076066,9.492722101600892,109.37889548208314,5.492137592467182e-31,1.0944084289296791e-28,53.922642561557524
1633170_at,lectin-30A,53541,lectin-30A,21.15636296259158,7.777854930062786,109.34993805017874,5.523400075171924e-31,1.0944084289296791e-28,53.92010570485727
1640885_at,CG10734,36787,uncharacterized protein,21.171130445879808,7.516480189125154,109.1815349494256,5.7089370091026986e-31,1.1096735935907935e-28,53.90532398080238
1636784_at,Spn38F,49806,Serpin 38F,24.703490712347,8.077402070745283,109.10364299605205,5.796949001404003e-31,1.1096735935907935e-28,53.898470442380145
1624292_a_at,Acp26Ab,33816,Accessory gland protein 26Ab,22.65380443342859,7.529629411365516,108.96934747089719,5.9520431942447e-31,1.1203729305966607e-28,53.88662948538899
1640034_at,CG13110,34253,uncharacterized protein,17.698536621124283,7.032308500980915,108.83048325361229,6.116987286467831e-31,1.132545154317503e-28,53.87435286943789
1624628_at,COX4L,35491,Cytochrome c oxidase subunit 4-like,20.344167232667147,7.826244572043384,108.66367408039788,6.321469831397583e-31,1.15152710122265e-28,53.85956141991755
1624711_at,CG31740,261618,uncharacterized protein,24.485559148087106,9.31735045054711,108.12879809141499,7.0267814394336715e-31,1.259689993285141e-28,53.811804134902474
1624149_at,CG4669,38608,uncharacterized protein,19.94847729363929,7.482930994180059,106.87556485129402,9.021622901131303e-31,1.5920345163340146e-28,53.69791518665315
1638714_at,Acp26Aa,33817,Accessory gland protein 26Aa,25.618635816359234,8.083667583801748,106.60270838481595,9.529754424056666e-31,1.6406778309205884e-28,53.67274258297802
1624591_at,CG9222,33867,uncharacterized protein,16.56334175078034,7.0715640259127905,106.57250671953335,9.587810947472891e-31,1.6406778309205884e-28,53.66994792098995
1628459_at,Acp36DE,35096,Accessory gland protein 36DE,27.66588049553598,8.543202695568638,106.48901239272965,9.750245846798514e-31,1.6435712924439167e-28,53.66221318808012
1623796_at,ATPsynCF6L,38592,"ATP synthase, coupling factor 6-like",15.260809620424611,7.4668013507074935,105.37117632246068,1.222502642817232e-30,2.0192806148369714e-28,53.557412898361264
1632993_at,S-Lap1,38986,Sperm-Leucylaminopeptidase 1,26.616767391086153,8.741494309187924,105.32649407944615,1.2336671013259344e-30,2.0192806148369714e-28,53.553175099820265
1634244_s_at,CG31639,318866,uncharacterized protein,20.27474776403941,8.322195294871557,105.24884192020284,1.2533241071106587e-30,2.0221489236725403e-28,53.5458013345396
1638392_at,Acp98AB,12798279,Accessory gland protein 98AB,27.208707709208532,8.832760506136374,105.1063340752649,1.2902562923403097e-30,2.037794888502261e-28,53.5322391511481
1628312_at,CG15425,33630,uncharacterized protein,15.777769531522802,7.065994588404702,105.07281352889927,1.299107773792835e-30,2.037794888502261e-28,53.52904345372464
1637392_at,CG9263,34770,uncharacterized protein,15.84620942720943,6.818752830378827,104.66273761415603,1.4126859601603427e-30,2.185599347130262e-28,53.48977472222026
1633497_s_at,P5CDh2,32625,delta-1-Pyrroline-5-carboxylate dehydrogenase 2,14.80427472875334,7.3057061998481725,104.53390615205574,1.4504765376614121e-30,2.2113844405269465e-28,53.477371157438206
1634108_at,CG17991,43279,uncharacterized protein,15.748743395655183,7.087065749657175,104.47365199841354,1.4685127770455196e-30,2.2113844405269465e-28,53.471559039579546
1624444_at,Mst84Da,40889,Male-specific RNA 84Da,23.864418439045973,8.470786921244665,104.37452539441598,1.4986973929394526e-30,2.2271432047181815e-28,53.46198199121508
1640348_at,CG5050,35048,uncharacterized protein,18.73608048494993,7.276158268038302,104.26691729829076,1.5322008178986617e-30,2.247360524330842e-28,53.451563927904836
1624961_at,CG6380,35040,uncharacterized protein,17.279589612879136,7.469467288653845,103.9782834843071,1.6259940923314738e-30,2.354356061383547e-28,53.42350847279071
1628736_at,CG1137,40803,uncharacterized protein,17.22959317247375,6.863977529379001,103.78963489338318,1.690527930665997e-30,2.3867266186018354e-28,53.40508352661436
1630102_at,CG12617,50470,uncharacterized protein,18.60711440002191,7.128730696528243,103.7893836794341,1.690615632089134e-30,2.3867266186018354e-28,53.405058944389566
1626399_at,CG5024,43117,uncharacterized protein,17.843751659788786,7.170129975155218,103.71404183918274,1.717134321463746e-30,2.3942364230384627e-28,53.39768085343683
1624202_a_at,CG2127,35811,uncharacterized protein,21.927049737660788,8.65612061832809,103.60626555869446,1.755828372547487e-30,2.418332395067234e-28,53.38710704600128
1634595_at,CG10934,37013,uncharacterized protein,16.56639715308278,7.388353447877294,103.1755014413332,1.9198310968364297e-30,2.6123581214061008e-28,53.34461522874911
1622975_at,goddard,39599,goddard,19.366604211362066,7.636632880896393,102.58093800835508,2.17298302281467e-30,2.9216274118653435e-28,53.285355462969726
1629331_at,CG31468,251937,uncharacterized protein,23.24913872079107,8.44112156058916,102.4855319851667,2.2167521042984643e-30,2.9454115606996303e-28,53.27577987872684
1633184_at,CG9389,40347,uncharacterized protein,18.48923488757554,7.137552942912705,102.23751262160089,2.3349067182039735e-30,3.066329822720428e-28,53.250800240292975
1635129_at,CG6332,42585,uncharacterized protein,17.428764358929154,7.75379146505686,102.15409281539642,2.3761133156758374e-30,3.08457744680953e-28,53.24237022554563
1623978_at,CG10862,38437,uncharacterized protein,17.41755105104923,7.174993705343087,101.58453636195313,2.6785902559361776e-30,3.402149227937282e-28,53.18443041214328
1639446_at,CG13243,34933,uncharacterized protein,15.894857637523412,6.8712396796513735,101.54654382596748,2.700150133082928e-30,3.402149227937282e-28,53.18054159233332
1623134_at,CG12506,33249,uncharacterized protein,18.53222247499754,7.237669668091108,101.52734169453682,2.7111159068032173e-30,3.402149227937282e-28,53.17857496675711
1632713_at,nos,42297,nanos,-23.61713651755005,8.13927210573564,-101.41005117792946,2.779116682833068e-30,3.449158661089744e-28,53.16654571764864
1639630_at,CG32945,318261,uncharacterized protein,16.203670844103552,6.956168165016844,101.34957600198386,2.8148731310370387e-30,3.45556273281873e-28,53.1603321842136
1626241_at,Cyt-c-d,34995,Cytochrome c distal,15.182187385165909,8.309588246297986,101.2423434285889,2.8794639371054632e-30,3.496845774803129e-28,53.149295715671926
1628998_at,CG31907,319019,uncharacterized protein,17.38438557241338,6.491492648425272,101.0580635533625,2.9941122639213925e-30,3.597394032843426e-28,53.13027303436522
1630663_a_at,CG15219,49992,uncharacterized protein,25.043574200129903,8.489908432128699,100.83494676467642,3.1393471461759476e-30,3.7321880704117e-28,53.10714541526115
1634644_at,CG42523,8674082,uncharacterized protein,18.367282805255343,7.419476082081398,100.64095516705892,3.271614714923022e-30,3.848918394827147e-28,53.08695100654536
1624179_at,CG31680,318881,uncharacterized protein,20.141937713397212,7.602181856062436,100.30269754641624,3.5163824842983435e-30,4.094229255429432e-28,53.05154641096328
1635268_at,CG31806,261615,uncharacterized protein,17.37932221527185,6.918906535396282,99.69762909464114,4.003216324944506e-30,4.613502568767678e-28,52.9876001673359
1628650_at,CG31538,318790,uncharacterized protein,20.097020876510715,8.326423092019896,99.38134274976794,4.285298050898506e-30,4.888702645136134e-28,52.9538561684689
1630940_at,Anp,43595,Andropin,22.67979641334837,8.57085460723212,99.27124805747022,4.3883029663592605e-30,4.956149370206149e-28,52.94205877532948
1635694_at,CG46298,36091,uncharacterized protein,20.3615890797523,7.400152002662345,98.80492199795346,4.85418999013626e-30,5.356853698715068e-28,52.89179105675961
1635054_at,CG12069,43643,uncharacterized protein,15.099688877304258,6.484302845779864,98.78643438242999,4.8736941737549185e-30,5.356853698715068e-28,52.88978820217486
1627155_s_at,CG9106,32454,uncharacterized protein,16.310336390420566,6.864557895770986,98.7753853766731,4.885389861587143e-30,5.356853698715068e-28,52.888590844023625
1631436_at,Mst98Cb,43367,Male-specific RNA 98Cb,20.67603937139566,7.671561398722093,98.71835796268633,4.9462237693899725e-30,5.371408774181764e-28,52.88240655632694
1637745_a_at,CG14891,42013,uncharacterized protein,16.83846437153651,6.694356773517259,98.53300845610968,5.149479734046647e-30,5.531728553109782e-28,52.86225612040732
1639612_s_at,Dic2,42423,Dicarboxylate carrier 2,17.678058449027994,7.537368878730854,98.45316506907747,5.239712754639986e-30,5.531728553109782e-28,52.85355206857043
1636442_at,CG1999,31671,uncharacterized protein,17.8076637937885,7.342086383043323,98.45221954534307,5.240791173921964e-30,5.531728553109782e-28,52.853448907104074
1639925_at,tomboy20,41285,tomboy20,18.914662936741863,7.327626970332803,98.0301130129705,5.746218573323304e-30,6.009054867325315e-28,52.80719281483795
1634531_at,CG8750,50285,uncharacterized protein,15.308170816010769,6.235058727521862,97.67829750743212,6.206405026086998e-30,6.3934724942952185e-28,52.768329251388884
1629116_at,CG14545,50075,uncharacterized protein,-22.920547745563656,8.062669351839485,-97.66316727142735,6.227040679763361e-30,6.3934724942952185e-28,52.76665150936581
1624880_at,CG8813,33490,uncharacterized protein,19.196459456078376,7.690291348151955,97.32020675036811,6.714571686043783e-30,6.831925461457522e-28,52.72847999346589
1633068_at,loopin-1,36847,loopin-1,24.20736769204906,8.908918353053991,97.20433766404554,6.888177530193451e-30,6.945989020179003e-28,52.71552214453709
1623055_at,CG9254,34773,uncharacterized protein,20.169363089074228,7.971341824098578,97.02633914779861,7.164079046796934e-30,7.160275111019873e-28,52.69555529063766
1639425_at,CG18662,50437,uncharacterized protein,22.158815925050135,7.977602656645733,96.79641007000555,7.537696179140795e-30,7.4676088287031705e-28,52.6696533605302
1638178_at,CG31949,319042,uncharacterized protein,16.070341227007084,7.314001625400562,96.42824474757452,8.178988282738834e-30,8.0324777100219475e-28,52.6279193432092
1631888_at,CG14718,41413,uncharacterized protein,19.050855609022793,7.804091585121576,96.37683067873704,8.272988317612876e-30,8.054752591303433e-28,52.62206564397711
1634575_at,CG11037,40317,uncharacterized protein,21.551035838303193,7.713195693588494,96.17933734233745,8.644707633759418e-30,8.344728890228965e-28,52.59952165369762
1630011_at,CG31659,318875,uncharacterized protein,17.698447864465116,7.876282035022785,95.64589202497096,9.738766461217075e-30,9.163738783043594e-28,52.538160724162964
1637780_a_at,CG4836,42387,uncharacterized protein,22.654529531349283,8.83827328514605,95.64207413111617,9.74709927643737e-30,9.163738783043594e-28,52.53771908427042
1641138_at,Slc25A46b,35081,Solute carrier family 25 member 46b,17.20041408733957,6.768657695772047,95.63293758966277,9.767070711109846e-30,9.163738783043594e-28,52.536662059227226
1633912_at,CG2113,38356,uncharacterized protein,15.767196111146362,7.397511164070894,95.60985754794626,9.817711995291967e-30,9.163738783043594e-28,52.53399097992453
1640229_at,fest,37220,wurstfest,22.017257605042,7.05257958310155,95.12381819493663,1.0950484615965303e-29,1.0137276496123945e-27,52.477439425237556
1634251_at,CG12853,50220,uncharacterized protein,18.792843073483066,7.106160506202031,95.06343181714604,1.1100488750499194e-29,1.0192595117734789e-27,52.470372934133835
1627393_at,CG9029,33815,uncharacterized protein,25.845248066208345,8.533688052620498,94.93495530377525,1.142683278437682e-29,1.0407633021512243e-27,52.455308543954956
1633417_at,gnu,39615,giant nuclei,-21.135780745084645,7.844931094660264,-94.79224231835836,1.1801139368990903e-29,1.066256544267066e-27,52.43852703317913
1637126_at,CG4983,34585,uncharacterized protein,19.06406872918189,7.649162240919199,94.6047481118563,1.2312501935632965e-29,1.1036301338177675e-27,52.416402900438435
1624438_at,mil,43343,milkah,21.224978409736806,8.063549234744094,94.4421741708001,1.2774666438232423e-29,1.1360400216802912e-27,52.39714840137159
1639365_at,Dup99B,2768691,Ductus ejaculatorius peptide 99B,24.954487076337884,8.607066194075953,94.03041467324914,1.4028293761165402e-29,1.2377777323328285e-27,52.3480847992532
1629835_at,CG5048,39598,uncharacterized protein,19.317560387259423,7.767367135390923,93.95241435534669,1.427993441057832e-29,1.2502137925044305e-27,52.33874238772808
1625869_at,Mst87F,41693,Male-specific RNA 87F,22.044092448550167,8.365970767665273,93.82348992148744,1.4706272979537515e-29,1.2766054826048487e-27,52.323266740944845
1624946_at,CG6790,41388,uncharacterized protein,16.42832748177277,6.8149985379114435,93.79346886867667,1.4807448045089e-29,1.2766054826048487e-27,52.319657049649045
1623272_at,Acp53C14b,36873,Accessory gland protein 53C14b,28.3608611577527,8.699054519485482,93.66299599662068,1.5255695400264637e-29,1.2967194362556194e-27,52.30394247305404
1624553_a_at,Rcd7,40126,Reduction in Cnn dots 7,18.637388854578912,7.678554436102656,93.65878950457417,1.5270381177793288e-29,1.2967194362556194e-27,52.303435106274705
1637766_at,CG10252,42794,uncharacterized protein,21.775386420974904,9.213965407414188,93.45390096718185,1.600390509061169e-29,1.3488664484579734e-27,52.27866758561854
1625562_at,CG34168,50457,uncharacterized protein,20.892027834673307,8.636817131644694,93.22929614372363,1.685054621820901e-29,1.4097042147292781e-27,52.25139271457606
1639165_at,Mst84Dd,40886,Male-specific RNA 84Dd,19.56040604973525,8.168171052473074,93.1780180810006,1.7050329332225302e-29,1.4159295549864159e-27,52.245147506454046
1628256_at,Mst77F,40304,Male-specific transcript 77F,22.883879848717914,8.710463565026934,93.01667306304962,1.7695270620278188e-29,1.456316149703118e-27,52.225452678398696
1628079_at,CG5458,34712,uncharacterized protein,14.869573557487088,7.024362332977111,92.99238441770461,1.7794548314063246e-29,1.456316149703118e-27,52.2224819929408
1635535_at,Mics1,40898,Mitochondrial morphology and cristae structure 1,16.024988186795802,6.851165572145431,92.91569806233454,1.8111840209194155e-29,1.4631325721268386e-27,52.213092592336295
1624985_at,CG7886,41775,uncharacterized protein,17.889268239647407,7.460319714635516,92.90969265603529,1.81369364350768e-29,1.4631325721268386e-27,52.21235664946921
1633212_s_at,CG31226,318633,uncharacterized protein,24.8357066809455,8.468443371930388,92.82077127702118,1.8512822046409908e-29,1.4828639162564079e-27,52.201448612760196
1624562_s_at,Mst33A,34578,Mst33A,18.8015590785393,7.815097008966422,92.69570159873037,1.905536485449715e-29,1.5155724694837381e-27,52.18607125647844
1622965_s_at,Sfp53D,8673983,Seminal fluid protein 53D,15.891609609076536,6.587900005575969,92.54179358525361,1.9745928973662258e-29,1.544907291984964e-27,52.16709190545979
1631757_at,CG31882,319000,uncharacterized protein,15.94028081827464,7.453311051190564,92.53306433665443,1.9785872398503612e-29,1.544907291984964e-27,52.166013581004655
1631200_at,Acp32CD,34531,Accessory gland protein 32CD,20.98157772871329,8.390136537667573,92.52244833019218,1.9834563249319972e-29,1.544907291984964e-27,52.16470191482258
1624757_at,Pgm2b,36649,Phosphoglucomutase 2b,14.845554777040846,6.39786481229895,92.32178285078606,2.07788968650107e-29,1.603955437917503e-27,52.13985264675135
1625631_at,glob2,40807,globin 2,17.00706723988124,6.891811744701625,92.30154789251976,2.087669996226961e-29,1.603955437917503e-27,52.13734095500642
1628874_at,CG15200,32060,uncharacterized protein,18.21484626920562,7.6573496789873134,92.1630831778445,2.1559011411174017e-29,1.6451856410662118e-27,52.12012468730542
1637742_at,Sfp26Ad,8673981,Seminal fluid protein 26Ad,21.686834699159647,7.87211528900326,92.07950740795991,2.198210482148493e-29,1.6662140392875894e-27,52.10970847150616
1636016_at,Prtl99C,43526,Protamine-like 99C,16.55139888924699,6.829223942926181,91.97327730009629,2.253246005833984e-29,1.696544025992601e-27,52.09644192014876
1628383_at,CG3330,43296,uncharacterized protein,20.827417517700628,8.09126475047006,91.80917553448415,2.341115114048392e-29,1.741831327034424e-27,52.07588873793058
1624835_at,CG10869,33337,uncharacterized protein,17.808313628854954,7.731418690696205,91.80346056736366,2.3442390801242466e-29,1.741831327034424e-27,52.07517165687396
1639662_at,CG15306,31961,uncharacterized protein,18.51209558910378,7.264217703317524,91.69792901070913,2.4027164350022988e-29,1.7736130337853572e-27,52.06191438938053
1637441_at,CG3982,39084,uncharacterized protein,21.033879637764034,8.113551168486511,91.64488093886833,2.432686140232895e-29,1.7840751472591113e-27,52.05523897093567
1625773_at,Spn77Bc,40236,Serpin 77Bc,22.28411039357811,8.402056255456312,91.58574451710153,2.4665570951703229e-29,1.790481774355455e-27,52.04778846576307
1627557_a_at,CG9632,41926,uncharacterized protein,16.01268377295408,7.117972259355242,91.57436938214312,2.4731287125858947e-29,1.790481774355455e-27,52.046354247542354
1631665_at,Acp76A,40078,Accessory gland protein 76A,21.653393493385465,7.99666175505562,91.50085935015656,2.51604095168776e-29,1.809946911360609e-27,52.03707740192887
1626108_at,CG15177,40810,uncharacterized protein,16.690585863230005,7.024492954734038,91.44225157227186,2.5508118336587085e-29,1.8233461297051554e-27,52.02967071657128
1627807_at,w-cup,34455,world cup,20.643885727771433,7.892858477237336,91.3339931460511,2.616368277925294e-29,1.858444234647061e-27,52.01596482082026
1630191_at,CG32436,40362,uncharacterized protein,18.753184514178653,7.214640430957057,91.23544940503571,2.677575352787907e-29,1.8900335021491642e-27,52.00346113186394
1627642_at,CG14974,50167,uncharacterized protein,16.32931443354053,7.001169711601266,91.19801410501047,2.701218101410033e-29,1.894879331510864e-27,51.99870423081773
1623004_a_at,CG18449,35810,uncharacterized protein,19.991441053226485,7.889923762752854,90.97177986497445,2.8488268965794594e-29,1.986089566047433e-27,51.96987512228723
1633618_at,CG14297,42260,uncharacterized protein,14.669828702254517,7.262918294318842,90.85919176435644,2.92540871815035e-29,2.026967243115954e-27,51.955475660703314
1623609_at,CG15172,35167,uncharacterized protein,16.721870269090278,7.005112290623169,90.7226653316055,3.0211729257652085e-29,2.0805565258287965e-27,51.93796775923619
1637219_at,CG1690,36004,uncharacterized protein,20.148709236588438,7.717380437894266,90.55466564861054,3.1435347404185343e-29,2.151701900502238e-27,51.916353054926184
1624678_at,CG9570,33009,uncharacterized protein,14.868522941056519,6.994742378722514,90.04657304050107,3.5461802742342445e-29,2.412684338385636e-27,51.85050387253421
1626179_s_at,Hsp60C,33796,Heat shock protein 60C,22.735849444939777,7.996488902420405,89.83186316979467,3.732227559520972e-29,2.5131423976985075e-27,51.82245945066874
1624978_at,CG33309,2768926,uncharacterized protein,15.406973006400339,6.208338115108828,89.8180955882678,3.7445004647833347e-29,2.5131423976985075e-27,51.820656747006744
1628711_at,CG12307,34584,uncharacterized protein,15.420061376727693,7.640489532857028,89.80011761873024,3.7605902710381417e-29,2.5131423976985075e-27,51.81830193402704
1627798_at,Dnali1,41440,Dynein axonemal light intermediate chain 1,12.980470013123963,7.241111704426776,89.62821943125448,3.918137822978409e-29,2.6030263866304795e-27,51.795739839248746
1639634_at,CG12860,36629,uncharacterized protein,21.521911433643353,8.291361764589034,89.53443613338433,4.006989523216325e-29,2.6464877003043963e-27,51.78339508841931
1623987_at,CG12679,33031,uncharacterized protein,15.630887613669978,7.319751132287588,89.46512710002145,4.074007373661294e-29,2.6751069347750383e-27,51.77425577146737
1629870_at,CG3687,36803,uncharacterized protein,16.27614517329161,7.136468895215687,89.38624422904905,4.151712059951868e-29,2.7103720234159765e-27,51.76383730163497
